t / s	U_B1 / V	Temp / K
0,0	0,829	282,3
0,5	0,828	282,2
1,0	0,827	281,9
1,5	0,827	281,6
2,0	0,826	281,3
2,5	0,826	281,1
3,0	0,825	280,8
3,5	0,824	280,7
4,0	0,823	280,4
4,5	0,823	280,1
5,0	0,822	279,8
5,5	0,822	279,5
6,0	0,820	279,2
6,5	0,820	278,9
7,0	0,819	278,6
7,5	0,818	278,3
8,0	0,818	278,0
8,5	0,817	277,5
9,0	0,816	277,2
9,5	0,816	276,9
10,0	0,815	276,6
10,5	0,814	276,3
11,0	0,813	275,9
11,5	0,813	275,6
12,0	0,811	275,3
12,5	0,811	274,8
13,0	0,810	274,5
13,5	0,809	274,1
14,0	0,808	273,8
14,5	0,808	273,3
15,0	0,807	273,0
15,5	0,806	272,7
16,0	0,805	272,4
16,5	0,804	272,0
17,0	0,803	271,7
17,5	0,803	271,2
18,0	0,802	270,8
18,5	0,801	270,5
19,0	0,800	270,0
19,5	0,799	269,6
20,0	0,799	269,3
20,5	0,798	268,8
21,0	0,797	268,4
21,5	0,796	268,1
22,0	0,795	267,6
22,5	0,794	267,2
23,0	0,793	266,7
23,5	0,792	266,3
24,0	0,792	266,0
24,5	0,791	265,5
25,0	0,790	265,1
25,5	0,789	264,6
26,0	0,788	264,3
26,5	0,787	263,9
27,0	0,786	263,4
27,5	0,785	263,0
28,0	0,785	262,5
28,5	0,784	262,2
29,0	0,782	261,8
29,5	0,782	261,3
30,0	0,781	260,9
30,5	0,780	260,4
31,0	0,779	260,0
31,5	0,778	259,5
32,0	0,777	259,1
32,5	0,777	258,8
33,0	0,775	258,3
33,5	0,775	257,9
34,0	0,774	257,4
34,5	0,773	257,0
35,0	0,772	256,5
35,5	0,771	256,1
36,0	0,770	255,6
36,5	0,769	255,2
37,0	0,768	254,9
37,5	0,768	254,4
38,0	0,767	254,0
38,5	0,766	253,5
39,0	0,765	253,1
39,5	0,764	252,6
40,0	0,763	252,2
40,5	0,762	251,7
41,0	0,761	251,3
41,5	0,761	250,8
42,0	0,760	250,4
42,5	0,759	250,1
43,0	0,758	249,6
43,5	0,757	249,2
44,0	0,756	248,7
44,5	0,755	248,3
45,0	0,754	247,8
45,5	0,754	247,4
46,0	0,753	246,9
46,5	0,752	246,5
47,0	0,751	246,0
47,5	0,750	245,6
48,0	0,749	245,1
48,5	0,748	244,7
49,0	0,748	244,2
49,5	0,747	243,8
50,0	0,746	243,3
50,5	0,745	242,9
51,0	0,744	242,4
51,5	0,743	242,0
52,0	0,743	241,5
52,5	0,742	241,2
53,0	0,741	240,6
53,5	0,740	240,2
54,0	0,739	239,7
54,5	0,738	239,4
55,0	0,737	238,8
55,5	0,736	238,5
56,0	0,735	238,1
56,5	0,734	237,5
57,0	0,733	237,2
57,5	0,733	236,7
58,0	0,732	236,3
58,5	0,731	235,8
59,0	0,730	235,4
59,5	0,729	234,9
60,0	0,729	234,5
60,5	0,728	234,0
61,0	0,727	233,6
61,5	0,726	233,1
62,0	0,725	232,7
62,5	0,724	232,2
63,0	0,724	231,8
63,5	0,723	231,3
64,0	0,721	230,9
64,5	0,721	230,4
65,0	0,720	230,0
65,5	0,719	229,5
66,0	0,718	229,1
66,5	0,718	228,6
67,0	0,717	228,2
67,5	0,716	227,7
68,0	0,715	227,3
68,5	0,714	226,8
69,0	0,713	226,4
69,5	0,712	225,9
70,0	0,712	225,5
70,5	0,711	225,0
71,0	0,710	224,6
71,5	0,709	224,1
72,0	0,708	223,7
72,5	0,708	223,4
73,0	0,707	222,9
73,5	0,706	222,5
74,0	0,705	222,0
74,5	0,704	221,6
75,0	0,703	221,1
75,5	0,702	220,7
76,0	0,702	220,2
76,5	0,701	219,8
77,0	0,700	219,3
77,5	0,699	218,9
78,0	0,698	218,4
78,5	0,697	218,0
79,0	0,697	217,5
79,5	0,696	217,1
80,0	0,695	216,6
80,5	0,694	216,2
81,0	0,694	215,7
81,5	0,693	215,3
82,0	0,692	214,8
82,5	0,691	214,4
83,0	0,690	213,9
83,5	0,690	213,5
84,0	0,688	213,0
84,5	0,688	212,6
85,0	0,687	212,3
85,5	0,686	211,8
86,0	0,685	211,4
86,5	0,684	210,9
87,0	0,683	210,5
87,5	0,683	210,0
88,0	0,682	209,6
88,5	0,681	209,1
89,0	0,680	208,7
89,5	0,679	208,2
90,0	0,679	207,8
90,5	0,678	207,5
91,0	0,677	207,0
91,5	0,676	206,6
92,0	0,676	206,1
92,5	0,674	205,8
93,0	0,674	205,4
93,5	0,673	204,9
94,0	0,672	204,5
94,5	0,671	204,2
95,0	0,671	203,7
95,5	0,670	203,3
96,0	0,669	203,0
96,5	0,668	202,5
97,0	0,667	202,1
97,5	0,666	201,8
98,0	0,666	201,3
98,5	0,665	201,0
99,0	0,664	200,6
99,5	0,663	200,1
100,0	0,663	199,7
100,5	0,662	199,4
101,0	0,661	198,9
101,5	0,661	198,5
102,0	0,660	198,0
102,5	0,659	197,6
103,0	0,658	197,3
103,5	0,657	196,8
104,0	0,656	196,4
104,5	0,655	195,9
105,0	0,654	195,6
105,5	0,654	195,2
106,0	0,653	194,7
106,5	0,652	194,3
107,0	0,651	193,8
107,5	0,651	193,5
108,0	0,650	193,1
108,5	0,649	192,8
109,0	0,648	192,3
109,5	0,648	191,9
110,0	0,647	191,4
110,5	0,646	191,1
111,0	0,645	190,7
111,5	0,645	190,2
112,0	0,644	189,8
112,5	0,643	189,5
113,0	0,642	189,0
113,5	0,642	188,6
114,0	0,640	188,3
114,5	0,640	187,8
115,0	0,639	187,4
115,5	0,638	187,1
116,0	0,638	186,6
116,5	0,637	186,2
117,0	0,636	185,9
117,5	0,635	185,4
118,0	0,634	185,1
118,5	0,634	184,7
119,0	0,633	184,2
119,5	0,632	183,9
120,0	0,631	183,5
120,5	0,631	183,2
121,0	0,630	182,7
121,5	0,629	182,3
122,0	0,628	182,0
122,5	0,627	181,5
123,0	0,627	181,2
123,5	0,626	180,8
124,0	0,625	180,5
124,5	0,624	180,0
125,0	0,623	179,7
125,5	0,623	179,3
126,0	0,622	179,0
126,5	0,621	178,5
127,0	0,620	178,2
127,5	0,620	177,8
128,0	0,619	177,5
128,5	0,618	177,0
129,0	0,617	176,7
129,5	0,617	176,3
130,0	0,616	176,0
130,5	0,615	175,5
131,0	0,614	175,2
131,5	0,614	174,9
132,0	0,613	174,5
132,5	0,612	174,2
133,0	0,612	173,7
133,5	0,611	173,4
134,0	0,610	173,1
134,5	0,609	172,7
135,0	0,609	172,4
135,5	0,607	171,9
136,0	0,607	171,6
136,5	0,606	171,3
137,0	0,605	170,9
137,5	0,605	170,6
138,0	0,604	170,3
138,5	0,603	169,8
139,0	0,602	169,5
139,5	0,601	169,2
140,0	0,601	168,8
140,5	0,600	168,5
141,0	0,599	168,2
141,5	0,599	167,9
142,0	0,598	167,4
142,5	0,597	167,1
143,0	0,596	166,8
143,5	0,596	166,5
144,0	0,595	166,1
144,5	0,594	165,8
145,0	0,593	165,5
145,5	0,593	165,2
146,0	0,592	164,7
146,5	0,592	164,4
147,0	0,591	164,1
147,5	0,590	163,8
148,0	0,589	163,5
148,5	0,589	163,1
149,0	0,588	162,8
149,5	0,587	162,5
150,0	0,586	162,2
150,5	0,586	161,9
151,0	0,585	161,4
151,5	0,584	161,1
152,0	0,584	160,8
152,5	0,583	160,5
153,0	0,583	160,2
153,5	0,582	159,9
154,0	0,581	159,6
154,5	0,580	159,2
155,0	0,579	158,9
155,5	0,579	158,6
156,0	0,578	158,3
156,5	0,578	158,0
157,0	0,577	157,7
157,5	0,576	157,4
158,0	0,575	157,1
158,5	0,575	156,8
159,0	0,574	156,5
159,5	0,573	156,2
160,0	0,572	155,9
160,5	0,572	155,6
161,0	0,571	155,3
161,5	0,570	155,0
162,0	0,569	154,7
162,5	0,569	154,4
163,0	0,568	154,1
163,5	0,568	153,8
164,0	0,567	153,5
164,5	0,566	153,2
165,0	0,565	152,9
165,5	0,565	152,6
166,0	0,564	152,3
166,5	0,563	152,0
167,0	0,562	151,7
167,5	0,562	151,4
168,0	0,561	151,1
168,5	0,560	150,9
169,0	0,560	150,6
169,5	0,559	150,3
170,0	0,558	150,0
170,5	0,558	149,7
171,0	0,557	149,4
171,5	0,556	149,1
172,0	0,555	148,8
172,5	0,555	148,5
173,0	0,554	148,4
173,5	0,554	148,1
174,0	0,552	147,8
174,5	0,552	147,5
175,0	0,551	147,2
175,5	0,551	147,0
176,0	0,550	146,7
176,5	0,549	146,4
177,0	0,549	146,1
177,5	0,548	145,8
178,0	0,547	145,7
178,5	0,546	145,4
179,0	0,545	145,1
179,5	0,545	144,8
180,0	0,544	144,6
180,5	0,543	144,3
181,0	0,543	144,0
181,5	0,542	143,7
182,0	0,542	143,6
182,5	0,541	143,3
183,0	0,540	143,0
183,5	0,539	142,7
184,0	0,539	142,5
184,5	0,538	142,2
185,0	0,537	141,9
185,5	0,536	141,8
186,0	0,536	141,5
186,5	0,535	141,2
187,0	0,534	141,0
187,5	0,533	140,7
188,0	0,533	140,4
188,5	0,532	140,3
189,0	0,531	140,0
189,5	0,531	139,8
190,0	0,530	139,5
190,5	0,529	139,2
191,0	0,529	139,1
191,5	0,528	138,8
192,0	0,527	138,6
192,5	0,526	138,3
193,0	0,526	138,2
193,5	0,525	137,9
194,0	0,524	137,6
194,5	0,523	137,4
195,0	0,523	137,1
195,5	0,522	137,0
196,0	0,521	136,7
196,5	0,521	136,5
197,0	0,520	136,2
197,5	0,519	136,1
198,0	0,519	135,8
198,5	0,518	135,6
199,0	0,517	135,3
199,5	0,517	135,2
200,0	0,516	134,9
200,5	0,515	134,7
201,0	0,514	134,4
201,5	0,514	134,3
202,0	0,513	134,1
202,5	0,512	133,8
203,0	0,511	133,7
203,5	0,511	133,4
204,0	0,510	133,2
204,5	0,509	133,1
205,0	0,509	132,9
205,5	0,508	132,6
206,0	0,508	132,5
206,5	0,506	132,2
207,0	0,506	132,0
207,5	0,505	131,9
208,0	0,504	131,6
208,5	0,503	131,4
209,0	0,503	131,3
209,5	0,502	131,0
210,0	0,501	130,8
210,5	0,500	130,7
211,0	0,500	130,4
211,5	0,499	130,2
212,0	0,498	130,1
212,5	0,497	129,8
213,0	0,497	129,6
213,5	0,496	129,5
214,0	0,495	129,3
214,5	0,494	129,0
215,0	0,494	128,9
215,5	0,493	128,7
216,0	0,492	128,6
216,5	0,491	128,3
217,0	0,490	128,1
217,5	0,489	128,0
218,0	0,489	127,8
218,5	0,488	127,5
219,0	0,487	127,4
219,5	0,486	127,2
220,0	0,486	127,1
220,5	0,484	126,9
221,0	0,484	126,6
221,5	0,483	126,5
222,0	0,482	126,3
222,5	0,482	126,2
223,0	0,481	126,0
223,5	0,480	125,7
224,0	0,479	125,6
224,5	0,478	125,4
225,0	0,477	125,3
225,5	0,476	125,1
226,0	0,476	125,0
226,5	0,475	124,8
227,0	0,474	124,5
227,5	0,473	124,4
228,0	0,472	124,2
228,5	0,471	124,1
229,0	0,470	123,9
229,5	0,469	123,8
230,0	0,468	123,6
230,5	0,467	123,5
231,0	0,466	123,3
231,5	0,466	123,0
232,0	0,465	122,9
232,5	0,463	122,7
233,0	0,463	122,6
233,5	0,461	122,4
234,0	0,461	122,3
234,5	0,459	122,1
235,0	0,458	122,0
235,5	0,458	121,8
236,0	0,456	121,7
236,5	0,455	121,5
237,0	0,454	121,4
237,5	0,453	121,2
238,0	0,452	121,1
238,5	0,451	120,9
239,0	0,450	120,8
239,5	0,448	120,6
240,0	0,447	120,5
240,5	0,446	120,3
241,0	0,444	120,2
241,5	0,443	120,0
242,0	0,442	119,9
242,5	0,441	119,7
243,0	0,439	119,6
243,5	0,438	119,6
244,0	0,436	119,4
244,5	0,435	119,3
245,0	0,433	119,1
245,5	0,432	119,0
246,0	0,430	118,8
246,5	0,429	118,7
247,0	0,427	118,5
247,5	0,425	118,5
248,0	0,423	118,4
248,5	0,421	118,2
249,0	0,420	118,1
249,5	0,418	117,9
250,0	0,416	117,8
250,5	0,414	117,6
251,0	0,412	117,6
251,5	0,410	117,5
252,0	0,408	117,3
252,5	0,406	117,2
253,0	0,403	117,0
253,5	0,401	116,9
254,0	0,398	116,7
254,5	0,396	116,7
255,0	0,393	116,6
255,5	0,390	116,4
256,0	0,387	116,3
256,5	0,385	116,3
257,0	0,382	116,1
257,5	0,379	116,0
258,0	0,376	115,8
258,5	0,372	115,7
259,0	0,369	115,7
259,5	0,366	115,5
260,0	0,362	115,4
260,5	0,359	115,2
261,0	0,355	115,1
261,5	0,351	115,1
262,0	0,348	114,9
262,5	0,344	114,8
263,0	0,340	114,6
263,5	0,335	114,6
264,0	0,331	114,5
264,5	0,326	114,3
265,0	0,322	114,3
265,5	0,318	114,2
266,0	0,313	114,0
266,5	0,308	113,9
267,0	0,303	113,9
267,5	0,297	113,7
268,0	0,292	113,6
268,5	0,287	113,6
269,0	0,282	113,4
269,5	0,276	113,3
270,0	0,271	113,3
270,5	0,265	113,1
271,0	0,259	113,0
271,5	0,253	113,0
272,0	0,247	112,8
272,5	0,241	112,7
273,0	0,234	112,7
273,5	0,228	112,5
274,0	0,222	112,4
274,5	0,215	112,4
275,0	0,209	112,2
275,5	0,202	112,1
276,0	0,196	112,1
276,5	0,190	111,9
277,0	0,183	111,8
277,5	0,177	111,8
278,0	0,171	111,6
278,5	0,165	111,6
279,0	0,158	111,5
279,5	0,152	111,3
280,0	0,146	111,3
280,5	0,140	111,2
281,0	0,134	111,2
281,5	0,127	111,0
282,0	0,121	110,9
282,5	0,116	110,9
283,0	0,110	110,7
283,5	0,104	110,7
284,0	0,099	110,6
284,5	0,093	110,4
285,0	0,088	110,4
285,5	0,082	110,3
286,0	0,077	110,3
286,5	0,072	110,1
287,0	0,067	110,1
287,5	0,062	110,0
288,0	0,056	110,0
288,5	0,052	109,8
289,0	0,048	109,7
289,5	0,043	109,7
290,0	0,039	109,5
290,5	0,036	109,5
291,0	0,032	109,4
291,5	0,029	109,4
292,0	0,026	109,2
292,5	0,023	109,2
293,0	0,021	109,1
293,5	0,019	109,1
294,0	0,017	108,9
294,5	0,015	108,9
295,0	0,013	108,8
295,5	0,011	108,8
296,0	0,010	108,6
296,5	0,008	108,6
297,0	0,007	108,5
297,5	0,005	108,5
298,0	0,004	108,3
298,5	0,003	108,3
299,0	0,002	108,2
299,5	0,001	108,2
300,0	0,000	108,0
300,5	0,000	108,0
301,0	-0,001	107,9
301,5	-0,001	107,9
302,0	-0,002	107,7
302,5	-0,002	107,7
303,0	-0,002	107,6
303,5	-0,003	107,6
304,0	-0,003	107,6
304,5	-0,003	107,4
305,0	-0,003	107,4
305,5	-0,003	107,3
306,0	-0,003	107,3
306,5	-0,003	107,1
307,0	-0,003	107,1
307,5	-0,003	107,0
308,0	-0,003	107,0
308,5	-0,004	106,8
309,0	-0,004	106,8
309,5	-0,004	106,8
310,0	-0,003	106,7
310,5	-0,003	106,7
311,0	-0,004	106,5
311,5	-0,004	106,5
312,0	-0,004	106,5
312,5	-0,004	106,4
313,0	-0,004	106,4
313,5	-0,004	106,2
314,0	-0,004	106,2
314,5	-0,004	106,2
315,0	-0,004	106,1
315,5	-0,004	106,1
316,0	-0,004	105,9
316,5	-0,004	105,9
317,0	-0,004	105,9
317,5	-0,004	105,8
318,0	-0,004	105,8
318,5	-0,004	105,8
319,0	-0,004	105,6
319,5	-0,004	105,6
320,0	-0,004	105,5
320,5	-0,004	105,5
321,0	-0,004	105,5
321,5	-0,004	105,3
322,0	-0,003	105,3
322,5	-0,004	105,3
323,0	-0,004	105,2
323,5	-0,003	105,2
324,0	-0,004	105,2
324,5	-0,003	105,0
325,0	-0,003	105,0
325,5	-0,004	105,0
326,0	-0,004	104,9
326,5	-0,004	104,9
327,0	-0,003	104,9
327,5	-0,004	104,7
328,0	-0,003	104,7
328,5	-0,004	104,7
329,0	-0,004	104,6
329,5	-0,004	104,6
330,0	-0,003	104,6
330,5	-0,003	104,4
331,0	-0,003	104,4
331,5	-0,003	104,4
332,0	-0,003	104,3
332,5	-0,003	104,3
333,0	-0,003	104,3
333,5	-0,003	104,3
334,0	-0,003	104,1
334,5	-0,003	104,1
335,0	-0,003	104,0
335,5	-0,003	104,0
336,0	-0,003	104,0
336,5	-0,003	104,0
337,0	-0,003	103,8
337,5	-0,003	103,8
338,0	-0,003	103,8
338,5	-0,003	103,7
339,0	-0,003	103,7
339,5	-0,003	103,7
340,0	-0,003	103,7
340,5	-0,003	103,5
341,0	-0,003	103,5
341,5	-0,003	103,5
342,0	-0,003	103,4
342,5	-0,003	103,4
343,0	-0,003	103,4
343,5	-0,003	103,4
344,0	-0,003	103,2
344,5	-0,003	103,2
345,0	-0,003	103,2
345,5	-0,003	103,2
346,0	-0,003	103,1
346,5	-0,003	103,1
347,0	-0,003	103,1
347,5	-0,003	103,1
348,0	-0,003	102,9
348,5	-0,003	102,9
349,0	-0,003	102,9
349,5	-0,003	102,9
350,0	-0,003	102,8
350,5	-0,003	102,8
351,0	-0,003	102,8
351,5	-0,003	102,8
352,0	-0,003	102,6
352,5	-0,003	102,6
353,0	-0,003	102,6
353,5	-0,002	102,6
354,0	-0,003	102,6
354,5	-0,003	102,5
355,0	-0,002	102,5
355,5	-0,002	102,5
356,0	-0,002	102,5
356,5	-0,003	102,3
357,0	-0,003	102,3
357,5	-0,002	102,3
358,0	-0,002	102,3
358,5	-0,002	102,2
359,0	-0,002	102,2
359,5	-0,002	102,2
360,0	-0,003	102,2
360,5	-0,002	102,2
361,0	-0,002	102,0
361,5	-0,002	102,0
362,0	-0,002	102,0
362,5	-0,002	102,0
363,0	-0,002	102,0
363,5	-0,002	101,9
364,0	-0,002	101,9
364,5	-0,002	101,9
365,0	-0,003	101,9
365,5	-0,003	101,9
366,0	-0,003	101,7
366,5	-0,002	101,7
367,0	-0,002	101,7
367,5	-0,002	101,7
368,0	-0,002	101,7
368,5	-0,002	101,6
369,0	-0,002	101,6
369,5	-0,002	101,6
370,0	-0,002	101,6
370,5	-0,002	101,6
371,0	-0,002	101,6
371,5	-0,002	101,4
372,0	-0,002	101,4
372,5	-0,002	101,4
373,0	-0,002	101,4
373,5	-0,002	101,4
374,0	-0,002	101,3
374,5	-0,002	101,3
375,0	-0,002	101,3
375,5	-0,002	101,3
376,0	-0,002	101,3
376,5	-0,002	101,3
377,0	-0,002	101,1
377,5	-0,002	101,1
378,0	-0,002	101,1
378,5	-0,002	101,1
379,0	-0,002	101,1
379,5	-0,002	101,1
380,0	-0,002	101,0
380,5	-0,002	101,0
381,0	-0,002	101,0
381,5	-0,003	101,0
382,0	-0,002	101,0
382,5	-0,002	101,0
383,0	-0,002	101,0
383,5	-0,002	100,8
384,0	-0,002	100,8
384,5	-0,002	100,8
385,0	-0,002	100,8
385,5	-0,003	100,8
386,0	-0,002	100,8
386,5	-0,002	100,8
387,0	-0,002	100,7
387,5	-0,002	100,7
388,0	-0,002	100,7
388,5	-0,002	100,7
389,0	-0,003	100,7
389,5	-0,003	100,7
390,0	-0,002	100,5
390,5	-0,002	100,5
391,0	-0,002	100,5
391,5	-0,002	100,5
392,0	-0,002	100,5
392,5	-0,002	100,5
393,0	-0,002	100,5
393,5	-0,002	100,5
394,0	-0,002	100,4
394,5	-0,002	100,4
395,0	-0,002	100,4
395,5	-0,002	100,4
396,0	-0,002	100,4
396,5	-0,002	100,4
397,0	-0,002	100,4
397,5	-0,002	100,4
398,0	-0,002	100,2
398,5	-0,002	100,2
399,0	-0,002	100,2
399,5	-0,002	100,2
400,0	-0,002	100,2
400,5	-0,002	100,2
401,0	-0,002	100,2
401,5	-0,002	100,2
402,0	-0,002	100,2
402,5	-0,002	100,1
403,0	-0,002	100,1
403,5	-0,002	100,1
404,0	-0,002	100,1
404,5	-0,002	100,1
405,0	-0,002	100,1
405,5	-0,002	100,1
406,0	-0,002	100,1
406,5	-0,002	100,1
407,0	-0,002	100,1
407,5	-0,002	99,9
408,0	-0,002	99,9
408,5	-0,002	99,9
409,0	-0,002	99,9
409,5	-0,002	99,9
410,0	-0,002	99,9
410,5	-0,002	99,9
411,0	-0,002	99,9
411,5	-0,002	99,9
412,0	-0,002	99,9
412,5	-0,002	99,9
413,0	-0,002	99,8
413,5	-0,002	99,8
414,0	-0,002	99,8
414,5	-0,002	99,8
415,0	-0,002	99,8
415,5	-0,002	99,8
416,0	-0,002	99,8
416,5	-0,002	99,8
417,0	-0,002	99,8
417,5	-0,002	99,8
418,0	-0,002	99,8
418,5	-0,002	99,8
419,0	-0,002	99,6
419,5	-0,002	99,6
420,0	-0,002	99,6
420,5	-0,002	99,6
421,0	-0,002	99,6
421,5	-0,002	99,6
422,0	-0,002	99,6
422,5	-0,002	99,6
423,0	-0,002	99,6
423,5	-0,002	99,6
424,0	-0,002	99,6
424,5	-0,002	99,6
425,0	-0,002	99,6
425,5	-0,002	99,6
426,0	-0,002	99,5
426,5	-0,002	99,6
427,0	-0,002	99,5
427,5	-0,002	99,5
428,0	-0,002	99,5
428,5	-0,002	99,5
429,0	-0,002	99,5
429,5	-0,002	99,5
430,0	-0,002	99,5
430,5	-0,002	99,5
431,0	-0,002	99,5
431,5	-0,002	99,5
432,0	-0,002	99,5
432,5	-0,002	99,5
433,0	-0,002	99,5
433,5	-0,002	99,5
434,0	-0,002	99,3
434,5	-0,002	99,3
435,0	-0,002	99,3
435,5	-0,002	99,3
436,0	-0,002	99,3
436,5	-0,002	99,3
437,0	-0,002	99,3
437,5	-0,003	99,3
438,0	-0,003	99,3
438,5	-0,003	99,3
439,0	-0,003	99,3
439,5	-0,003	99,3
440,0	-0,002	99,3
440,5	-0,002	99,3
441,0	-0,002	99,3
441,5	-0,002	99,3
442,0	-0,002	99,3
442,5	-0,002	99,3
443,0	-0,002	99,3
443,5	-0,002	99,3
444,0	-0,002	99,3
444,5	-0,002	99,3
445,0	-0,002	99,3
445,5	-0,002	99,3
446,0	-0,002	99,3
446,5	-0,002	99,2
447,0	-0,002	99,3
447,5	-0,002	99,2
448,0	-0,002	99,2
448,5	-0,002	99,2
449,0	-0,002	99,2
449,5	-0,002	99,2
450,0	-0,002	99,2
450,5	-0,002	99,2
451,0	-0,002	99,2
451,5	-0,002	99,2
452,0	-0,002	99,2
452,5	-0,002	99,2
453,0	-0,002	99,2
453,5	-0,002	99,2
454,0	-0,002	99,2
454,5	-0,002	99,2
455,0	-0,002	99,2
455,5	-0,002	99,2
456,0	-0,002	99,2
456,5	-0,002	99,2
457,0	-0,002	99,2
457,5	-0,002	99,2
458,0	-0,002	99,2
458,5	-0,002	99,2
459,0	-0,002	99,2
459,5	-0,002	99,2
460,0	-0,002	99,2
460,5	-0,003	99,2
461,0	-0,003	99,2
461,5	-0,002	99,2
462,0	-0,002	99,2
462,5	-0,002	99,2
463,0	-0,003	99,2
463,5	-0,002	99,2
464,0	-0,002	99,2
464,5	-0,002	99,2
465,0	-0,002	99,2
465,5	-0,002	99,2
466,0	-0,002	99,2
466,5	-0,002	99,2
467,0	-0,002	99,2
467,5	-0,002	99,2
468,0	-0,002	99,2
468,5	-0,002	99,2
469,0	-0,002	99,2
469,5	-0,002	99,2
470,0	-0,002	99,2
470,5	-0,002	99,2
471,0	-0,002	99,2
471,5	-0,002	99,2
472,0	-0,002	99,2
472,5	-0,002	99,2
473,0	-0,002	99,2
473,5	-0,002	99,2
474,0	-0,002	99,2
474,5	-0,002	99,2
475,0	-0,002	99,2
475,5	-0,002	99,2
476,0	-0,002	99,2
476,5	-0,002	99,2
477,0	-0,002	99,2
477,5	-0,002	99,2
478,0	-0,002	99,2
478,5	-0,002	99,2
479,0	-0,002	99,2
479,5	-0,002	99,2
480,0	-0,002	99,2
480,5	-0,002	99,2
481,0	-0,002	99,2
481,5	-0,002	99,2
482,0	-0,002	99,2
482,5	-0,002	99,2
483,0	-0,002	99,2
483,5	-0,002	99,2
484,0	-0,002	99,2
484,5	-0,002	99,2
485,0	-0,002	99,2
485,5	-0,002	99,2
486,0	-0,002	99,2
486,5	-0,002	99,2
487,0	-0,002	99,2
487,5	-0,002	99,2
488,0	-0,002	99,2
488,5	-0,002	99,2
489,0	-0,002	99,2
489,5	-0,002	99,2
490,0	-0,002	99,2
490,5	-0,002	99,2
491,0	-0,003	99,2
491,5	-0,003	99,2
492,0	-0,002	99,2
492,5	-0,003	99,2
493,0	-0,002	99,2
493,5	-0,002	99,2
494,0	-0,002	99,2
494,5	-0,002	99,2
495,0	-0,002	99,2
495,5	-0,002	99,2
496,0	-0,002	99,2
496,5	-0,002	99,2
497,0	-0,002	99,2
497,5	-0,002	99,2
498,0	-0,002	99,2
498,5	-0,002	99,2
499,0	-0,002	99,2
499,5	-0,002	99,2
500,0	-0,002	99,2
500,5	-0,002	99,2
501,0	-0,002	99,2
501,5	-0,002	99,3
502,0	-0,002	99,3
502,5	-0,002	99,3
503,0	-0,002	99,3
